"ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_depto_ubicacion","cole_genero","cole_jornada","cole_naturaleza","fami_educacionmadre","fami_educacionpadre","estu_genero","fami_estratovivienda","fami_personashogar","fami_cuartoshogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"URBANO","N","A","ACADÉMICO","NORTE SANTANDER","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Seis","Tres","No","No","No","39.0","49.0",,,,
"URBANO","N","OTRO","NO APLICA","CAUCA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","M","Estrato 2","7 a 8","Tres","No","No","Si","39.0","30.0","37","43","42","190"
"URBANO","N","OTRO","NO APLICA","CAUCA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","M","Estrato 2","7 a 8","Tres","No","No","Si","39.0","30.0","37","43","42","190"
"RURAL","N","A","ACADÉMICO","CALDAS","MIXTO","COMPLETA","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","M","Estrato 1","Nueve","Tres","No","Si","No","54.0","44.0","46","53","48","241"
"URBANO","","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 1","Cinco","Uno","No","Si","Si","44.0","38.0","35","45","31","189"
"URBANO","","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Tres","Tres","Si","Si","Si","44.51","30.9",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 3","Doce o más","Ocho","No","Si","Si","42.0","43.0",,,,
"URBANO","","A","TÉCNICO/ACADÉMICO","LA GUAJIRA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Cuatro","Tres","No","No","No","41.0","45.0","45","50","43","227"
"RURAL","N","A","TÉCNICO","CAUCA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Cuatro","Cuatro","No","No","No","43.0","33.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","","","F","","3 a 4","Cuatro","No","Si","","66.0","63.0","59","41","56","278"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","","","F","","3 a 4","Cuatro","No","Si","","66.0","63.0","59","41","56","278"
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 2","Cuatro","Tres","Si","Si","Si","43.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","NOCHE","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","M","Estrato 1","Diez","Cinco","No","Si","No","44.0","50.0","36","30","43","200"
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Técnica o tecnológica completa","Educación profesional completa","M","Estrato 2","Cuatro","Tres","Si","Si","Si","61.0","62.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Técnica o tecnológica completa","Educación profesional completa","M","Estrato 2","Cuatro","Tres","Si","Si","Si","61.0","62.0",,,,
"URBANO","N","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","3 a 4","Uno","No","No","No","54.0","53.0","60","58","48","273"
"URBANO","N","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","3 a 4","Uno","No","No","No","54.0","53.0","60","58","48","273"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 3","Tres","Uno","No","Si","Si","48.0","55.0","52","47","49","254"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","COMPLETA","NO OFICIAL","Técnica o tecnológica completa","Técnica o tecnológica completa","F","Estrato 2","Dos","Tres","No","Si","No","49.0","51.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","MAGDALENA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","9 o más","Tres","No","No","No","43.0","39.0","45","55","47","231"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 4","Cinco","Tres","Si","Si","Si","76.0","79.0","74","65","57","347"
"URBANO","","A","ACADÉMICO","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","Primaria completa","Primaria completa","F","Estrato 2","Cuatro","Dos","No","No","No","37.1","33.72",,,,
"RURAL","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","3 a 4","Dos","No","Si","Si","66.0","59.0","59","54","66","300"
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","Seis","Dos","No","No","No","35.0","29.0",,,,
"RURAL","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","M","Estrato 2","Tres","Seis","No","Si","Si","50.87","45.38",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Tres","No","Si","Si","50.0","43.0",,,,
"URBANO","","A","ACADÉMICO","BOGOTÁ","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","M","Estrato 2","Cinco","Tres","No","No","No","53.73","58.05",,,,
"URBANO","N","A","ACADÉMICO","CORDOBA","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) incompleta","Ninguno","M","Estrato 1","Cuatro","Dos","No","No","No","47.0","29.0","44","38","35","187"
"URBANO","N","A","ACADÉMICO","CALDAS","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 2","3 a 4","Tres","No","Si","Si","46.0","43.0","55","55","60","263"
"URBANO","N","A","TÉCNICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","3 a 4","Dos","No","Si","No","52.0","51.0","32","57","58","248"
"URBANO","N","A","TÉCNICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","3 a 4","Dos","No","Si","No","52.0","51.0","32","57","58","248"
"URBANO","N","A","TÉCNICO","SANTANDER","MIXTO","COMPLETA","OFICIAL","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","M","Estrato 1","3 a 4","Dos","No","Si","No","65.0","61.0","55","56","63","296"
"URBANO","N","A","TÉCNICO/ACADÉMICO","HUILA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Ocho","Tres","No","Si","No","34.0","43.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE"," D.C.""","Cuatro","Educación profesional completa","17/06/1996","Técnica o tecnológica completa","Estrato 3","N","Cinco","Si","Si",,"46.0","38",,,
"URBANO","N","A","ACADÉMICO","SUCRE","MIXTO","COMPLETA","NO OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 6","","Dos","Si","Si","Si","63.0","50.0","48","48","51","252"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","F","Estrato 3","Ocho","Cuatro","No","Si","Si","53.0","58.0","59","64","72","312"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","M","Estrato 2","Cinco","Cuatro","Si","Si","Si","55.0","60.0","61","54","58","290"
"URBANO","N","B","ACADÉMICO","BOGOTÁ","FEMENINO","COMPLETA","NO OFICIAL","Postgrado","Educación profesional completa","F","Estrato 6","5 a 6","Cuatro","Si","Si","Si","79.0","76.0","75","81","80","390"
"URBANO","N","A","TÉCNICO/ACADÉMICO","META","MIXTO","MAÑANA","OFICIAL","Ninguno","Ninguno","M","Estrato 1","Cinco","Dos","Si","No","No","43.0","46.0",,,,
"RURAL","","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Cinco","Dos","No","No","No","33.0","29.0",,,,
"RURAL","N","A","ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","3 a 4","Dos","No","No","No","36.0","53.0","52","45","54","249"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","NO OFICIAL","No sabe","No sabe","F","Estrato 2","Cuatro","Tres","No","Si","Si","31.0","25.0",,,,
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 4","5 a 6","Cuatro","Si","Si","Si","53.0","56.0","51","55","54","270"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 4","5 a 6","Cuatro","Si","Si","Si","53.0","56.0","51","55","54","270"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","NOCHE"," D.C.""","Tres","Secundaria (Bachillerato) completa","06/09/1994","Secundaria (Bachillerato) completa","Estrato 2","N","Cuatro","No","No",,"40.0","37",,,
"RURAL","","A","ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","F","Estrato 1","7 a 8","Tres","No","No","No","53.0","52.0","50","54","62","272"
"RURAL","","A","ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Primaria completa","Secundaria (Bachillerato) completa","F","Estrato 1","7 a 8","Tres","No","No","No","53.0","52.0","50","54","62","272"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria incompleta","F","Estrato 2","Seis","Tres","No","No","No","49.0","51.0","56","53","58","271"
"URBANO","N","A","ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Educación profesional incompleta","F","Estrato 1","Dos","Dos","No","No","No","57.0","67.0","61","75","62","328"
"URBANO","N","B","NO APLICA","VALLE","MIXTO","MAÑANA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 2","Cuatro","Tres","No","No","No","50.0","46.0","49","51","47","242"
"RURAL","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 2","5 a 6","Dos","No","No","No","49.0","34.0","36","37","38","186"
"URBANO","N","A","ACADÉMICO","BOGOTA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 2","Seis","Tres","No","No","No","40.0","41.0","53","38","40","214"
"URBANO","N","A","TÉCNICO/ACADÉMICO","QUINDIO","MIXTO","SABATINA","OFICIAL","No sabe","No sabe","M","Estrato 2","Tres","Tres","No","No","No","44.51","60.51",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","QUINDIO","MIXTO","SABATINA","OFICIAL","No sabe","No sabe","M","Estrato 2","Tres","Tres","No","No","No","44.51","60.51",,,,
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","Cuatro","Tres","No","Si","Si","46.0","54.0","52","34","63","251"
"URBANO","N","A","TÉCNICO/ACADÉMICO","VALLE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Tres","Dos","No","No","No","37.0","35.0","34","37","30","171"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Primaria completa","Primaria completa","M","Estrato 2","Siete","Siete","No","Si","Si","46.0","32.0","37","33","40","182"
"URBANO","","A","TÉCNICO/ACADÉMICO","NORTE SANTANDER","MIXTO","SABATINA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 2","Tres","Tres","No","Si","No","48.0","53.0","48","56","44","250"
"URBANO","N","A","TÉCNICO","CAQUETA","MIXTO","SABATINA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Nueve","Cuatro","No","No","No","43.11","35.39",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Cinco","Dos","No","No","Si","51.0","59.0","59","63","59","297"
"URBANO","N","A","ACADÉMICO","BOGOTÁ","FEMENINO","NOCHE","OFICIAL","Secundaria (Bachillerato) completa","No sabe","M","Estrato 1","Cinco","Tres","No","No","No","48.42","50.82",,,,
"URBANO","N","OTRO","ACADÉMICO","ANTIOQUIA","MIXTO","NOCHE","NO OFICIAL","No sabe","No sabe","F","Estrato 2","Dos","Dos","No","Si","Si","40.0","51.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","F","Estrato 1","Ocho","Tres","No","No","No","40.0","38.0",,,,
"RURAL","N","A","TÉCNICO/ACADÉMICO","CORDOBA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 1","Seis","Tres","No","No","No","43.0","33.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 2","Tres","Dos","No","No","No","44.0","55.0","49","54","47","253"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","Ninguno","Primaria incompleta","M","Estrato 1","3 a 4","Tres","No","No","No","25.0","56.0","35","44","37","208"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","SABATINA","OFICIAL","Ninguno","Primaria incompleta","M","Estrato 1","3 a 4","Tres","No","No","No","25.0","56.0","35","44","37","208"
"URBANO","","A","ACADÉMICO","CHOCO","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Primaria completa","M","Estrato 1","Cuatro","Dos","No","No","No","35.0","36.0","48","45","36","204"
"URBANO","N","A","TÉCNICO","TOLIMA","MIXTO","NOCHE","OFICIAL","Primaria incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 1","Seis","Tres","No","Si","No","49.0","40.0","45","54","41","226"
"URBANO","N","A","ACADÉMICO","LA GUAJIRA","MIXTO","MAÑANA","OFICIAL","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","M","Estrato 1","Cuatro","Dos","No","Si","Si","43.0","44.0","44","36","46","213"
"RURAL","N","A","ACADÉMICO","SANTANDER","MIXTO","COMPLETA","OFICIAL","Ninguno","Ninguno","F","Estrato 1","Seis","Tres","No","No","No","45.0","43.0","39","40","35","198"
"URBANO","N","A","ACADÉMICO","BOGOTA","FEMENINO","NOCHE","OFICIAL","Primaria completa","Primaria completa","M","Estrato 3","Una","Uno","Si","Si","Si","39.0","36.0",,,,
"URBANO","S","A","ACADÉMICO","PUTUMAYO","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Educación profesional completa","F","Estrato 2","Cuatro","Tres","Si","Si","Si","43.0","52.0",,,,
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","TARDE","OFICIAL","Primaria incompleta","Primaria incompleta","F","","Tres","Dos","No","No","No","43.0","46.0",,,,
"URBANO","","A","ACADÉMICO","CASANARE","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","F","Estrato 2","Ocho","Cuatro","No","No","No","47.0","37.0","40","45","50","217"
"URBANO","N","A","ACADÉMICO","VALLE","MIXTO","MAÑANA","NO OFICIAL","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","F","Estrato 2","Tres","Dos","Si","Si","Si","48.0","41.0","49","51","45","233"
"RURAL","N","A","TÉCNICO/ACADÉMICO","NARIÑO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","M","Estrato 1","Tres","Tres","Si","No","No","49.66","53.37",,,,
"URBANO","N","A","ACADÉMICO","RISARALDA","MIXTO","NOCHE","OFICIAL","Primaria completa","Ninguno","F","Estrato 2","5 a 6","Dos","No","Si","Si","46.0","48.0","45","44","52","236"
"URBANO","N","A","ACADÉMICO","RISARALDA","MIXTO","NOCHE","OFICIAL","Primaria completa","Ninguno","F","Estrato 2","5 a 6","Dos","No","Si","Si","46.0","48.0","45","44","52","236"
"URBANO","N","A","TÉCNICO","HUILA","MIXTO","TARDE","NO OFICIAL","Educación profesional completa","Primaria incompleta","M","Estrato 2","Cinco","Cinco","Si","Si","Si","58.0","64.0","59","58","65","306"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Primaria completa","M","Estrato 2","Seis","Dos","No","No","No","73.0","66.0","61","51","61","304"
"RURAL","N","A","TÉCNICO","BOYACA","MIXTO","COMPLETA","OFICIAL","Primaria completa","Primaria incompleta","F","Estrato 2","Cinco","Tres","No","No","No","39.0","69.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","CESAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","F","Estrato 2","3 a 4","Dos","No","Si","No","56.0","62.0","61","64","69","317"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Seis","Tres","No","Si","Si","40.0","50.0","53","34","49","230"
"URBANO","N","A","ACADÉMICO","CUNDINAMARCA","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","F","Estrato 2","5 a 6","Dos","No","Si","Si","59.0","50.0","45","51","56","256"
"URBANO","","A","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","Educación profesional incompleta","Educación profesional completa","F","Estrato 4","3 a 4","Tres","Si","Si","Si","75.0","67.0","62","65","64","327"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","","","F","","3 a 4","Dos","Si","Si","","77.0","56.0","58","62","42","281"
"URBANO","N","B","ACADÉMICO","VALLE","MIXTO","COMPLETA","NO OFICIAL","","","F","","3 a 4","Dos","Si","Si","","77.0","56.0","58","62","42","281"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","No sabe","F","Estrato 1","Seis","Dos","No","Si","Si","33.0","43.0",,,,
"URBANO","N","A","ACADÉMICO","CAUCA","MIXTO","TARDE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","7 a 8","Tres","No","No","No","60.0","52.0","68","58","58","295"
"URBANO","N","A","ACADÉMICO","CAUCA","MIXTO","TARDE","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 2","7 a 8","Tres","No","No","No","60.0","52.0","68","58","58","295"
"URBANO","N","A","ACADÉMICO","TOLIMA","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) incompleta","Primaria completa","F","Estrato 1","Cinco","Tres","No","Si","No","43.0","39.0",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria incompleta","M","Estrato 1","Siete","Tres","No","No","No","41.0","40.0","29","42","46","197"
"RURAL","N","A","TÉCNICO","CESAR","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Dos","No","No","Si","45.0","69.0",,,,
"URBANO","N","A","TÉCNICO/ACADÉMICO","SANTANDER","MIXTO","MAÑANA","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 3","Cinco","Cuatro","No","Si","Si","52.0","54.0","43","51","46","244"
"URBANO","N","A","ACADÉMICO","HUILA","MIXTO","MAÑANA","OFICIAL","Educación profesional completa","Primaria incompleta","F","Estrato 1","Cuatro","Tres","No","Si","No","41.0","49.0","50","38","46","227"
"URBANO","N","A","TÉCNICO","VALLE","MIXTO","TARDE","OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","M","Estrato 3","Tres","Tres","No","Si","No","52.0","58.0","65","56","55","290"
"URBANO","","A","ACADÉMICO","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","M","Estrato 1","Cuatro","Dos","No","Si","Si","41.0","30.0","36","44","40","189"
"URBANO","N","A","TÉCNICO/ACADÉMICO","BOLIVAR","MIXTO","NOCHE","OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 1","Seis","Dos","No","No","No","44.0","50.0","35","50","38","217"
"RURAL","N","A","ACADÉMICO","CASANARE","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria incompleta","M","Estrato 1","Cuatro","Uno","No","No","No","41.0","52.0","38","39","49","221"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","MAÑANA","OFICIAL","Primaria incompleta","Primaria completa","F","Estrato 1","Cinco","Dos","No","No","No","53.0","42.0","35","45","46","214"
"URBANO","N","A","ACADÉMICO","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","M","Estrato 2","Tres","Cinco","No","No","No","39.0","49.0",,,,
"URBANO","N","A","ACADÉMICO","ATLANTICO","MIXTO","MAÑANA","OFICIAL","Primaria completa","Primaria completa","F","Estrato 1","Cuatro","Dos","No","No","No","42.0","49.0",,,,
