"periodo","departamento","codigo_departamento","puntaje_ingles","max_p_ingles","min_p_ingles","std_ingles","puntaje_mate","max_p_mate","min_p_mate","std_mate","puntaje_soc","max_p_soc","min_p_soc","std_soc","puntaje_nat","max_p_nat","min_p_nat","std_nat","puntaje_lec","max_p_lec","min_p_lec","std_lec","puntaje_global","max_p_global","min_p_global","std_global"
"20211","CAUCA","19","59.98723404255319","100.0","24.0","14.767174376689898","59.33473389355742","100.0","22.0","14.034469617574427","55.568627450980394","100","22","12.931426502182548","56.589635854341736","80","30","11.191358824989946","59.61064425770308","100","26","11.728805545674671","289.6806722689076","437","143","58.33480762111572"
"20171","VALLE","76","61.842028350138825","100.0","13.0","14.90719724710776","58.14476938745817","100.0","17.0","11.45944254350781","58.24967263203841","100","19","10.862228304958556","59.24312527280664","100","24","10.34362137518823","59.34628255492507","100","28","9.36455935912533","294.10359377273386","465","32","50.91100260692809"
"20152","META","50","50.18733047510718","100.0","0.0","9.89001436279667","51.21121707935952","100.0","0.0","11.156255365224522","51.14664450083122","98","4","10.656472099331625","50.684399335024935","100","0","9.258275528866807","50.24070347361974","100","0","8.81989720430125","253.85991775308426","460","57","43.251030291882074"
"20152","VICHADA","99","47.11300639658849","82.0","29.0","6.801993589894622","46.79957356076759","89.0","16.0","10.347091741647445","48.68443496801706","78","18","10.03767437132514","47.908315565031984","76","21","8.132852230581804","46.946695095948826","80","16","8.508626514625137","237.73987206823028","387","147","38.564860017750966"
"20172","SAN ANDRES","88","57.68269230769231","100.0","27.0","12.900108444361273","47.91185897435897","85.0","19.0","12.016184393949256","49.419871794871796","80","21","12.095393548284033","49.40224358974359","77","25","10.564791830362743","52.92467948717949","81","25","10.35528260873345","252.57532051282053","401","132","50.06724947709913"
"20224","HUILA","41","49.96159414767965","100.0","28.0","12.146337805141881","52.20098634294386","100.0","16.0","12.1202436577204","48.322458270106225","100","18","11.853166538532134","50.34400606980273","100","24","10.33565542638803","53.399013657056145","100","23","10.67566962834402","254.5272382397572","454","39","51.60257889191551"
"20172","SANTANDER","68","51.363891203879085","100.0","0.0","12.198187968488241","53.52200924312448","100.0","18.0","12.566119725344395","52.38919615122358","100","19","11.577092529549528","53.89571179634821","100","25","10.563409995707234","55.23229032502462","100","0","10.120952046669455","267.8786650503826","459","106","51.136545226351785"
"20152","AMAZONAS","91","45.86698911729142","85.0","20.0","6.901711266450549","42.3397823458283","80.0","0.0","9.718278699063235","44.205562273276904","74","9","9.999579556145788","44.79201934703749","76","0","7.641975592320376","44.5683192261185","71","0","8.137207905569056","220.590084643289","361","50","36.56941455292157"
"20171","NARIÑO","52","62.85964912280702","100.0","23.0","12.480179492224533","62.02105263157895","100.0","27.0","9.602279967705906","61.52280701754386","100","31","10.041656503403457","63.666666666666664","100","28","9.118417620733506","62.46666666666667","84","34","7.8266728251369395","312.2842105263158","447","179","40.47664858656894"
"20224","CALDAS","17","50.30546882868365","100.0","0.0","12.4527915031223","51.25805477245268","100.0","17.0","11.855936007304274","48.43425291985501","100","20","11.57364067400817","49.60974627466774","100","25","10.126707587911929","53.32068062827225","100","0","10.400293313740063","253.143576318969","453","107","49.910357400861244"
"20224","VAUPES","97","42.62282878411911","76.0","0.0","9.24378857760946","42.10138248847926","100.0","17.0","10.439647959978071","40.744239631336406","78","21","9.925978706660175","43.22811059907834","76","29","8.417647339813268","44.94009216589862","72","26","9.385065364429268","213.66820276497697","403","140","41.80655790894693"
"20191","CORDOBA","23","79.57692307692308","100.0","70.0","6.628261171215736","68.76923076923077","79.0","50.0","7.596355401415559","68.11538461538461","78","52","7.089862752279048","68.73076923076923","77","58","5.452028556841516","67.26923076923077","77","51","6.4097281833643605","345.5","382","286","26.981845748576948"
"20194","ANTIOQUIA","5","47.53804325881261","100.0","0.0","13.339567392125353","49.206495551637346","100.0","0.0","12.260174194901044","45.95178809373191","100","0","12.266515463921051","46.637185889066856","100","0","10.886358273938573","52.11078509226483","100","0","10.694504589614946","242.02113140503656","473","14","52.079216718424426"
"20152","CESAR","20","47.9595749979248","100.0","0.0","9.353905236308952","47.859716111895075","100.0","8.0","10.69286910959253","47.68573088735785","92","3","10.417732623197287","48.25383913007388","100","0","9.153667013052226","47.88179629783349","94","0","8.591295988079032","239.61940732132481","458","53","41.61371341470746"
"20172","META","50","49.35016583747927","100.0","25.0","10.73894037327172","50.90480928689884","100.0","18.0","11.297508328131222","50.57089552238806","100","21","10.709456604419772","51.806135986733004","100","25","9.524113825928879","53.474212271973464","100","0","9.237928878401274","257.54469320066335","472","135","45.391009233592946"
"20172","CESAR","20","47.74455046156233","100.0","0.0","10.788882465129864","48.384376696920334","100.0","19.0","11.416395643345425","48.276471957179425","100","18","10.526477215637863","49.802963307734075","100","24","9.675854020805357","51.68528430688077","100","0","9.381221022293659","247.00302536653479","465","122","45.374525309821124"
"20162","CORDOBA","23","48.748408137909614","100.0","0.0","10.560932823840066","48.374229952891234","100.0","21.0","11.37514650214472","48.70347362426878","100","22","10.384953096869404","51.30030543044986","100","25","9.374463270886842","50.82569757208676","83","0","9.100978933408529","248.6007661645183","449","112","44.880713891709966"
"20201","CAQUETA","18","33.13636363636363","47.0","22.0","7.259118761585678","33.72727272727273","47.0","19.0","8.148513263060224","36.22727272727273","54","19","8.793568094172002","36.04545454545455","44","26","4.725586612386746","40.36363636363637","53","25","7.273863547599096","181.5","231","139","27.10078192511022"
"20161","CUNDINAMARCA","25","82.54268292682927","100.0","42.0","10.69396153471366","73.01463414634146","100.0","36.0","13.5760789586098","68.44268292682926","100","37","10.124879962662085","68.77073170731707","100","43","9.182380641100949","63.94512195121951","96","37","7.830198148042794","348.1036585365854","460","212","43.022471752932276"
"20181","RISARALDA","66","66.8344827586207","100.0","0.0","16.906907128757062","60.666666666666664","85.0","24.0","14.995134899710713","59.689655172413794","100","26","13.411005818720682","59.08505747126437","100","30","13.382863799929853","61.88045977011494","83","31","11.274515930431061","304.22758620689655","430","151","62.60111578939492"
"20201","BOYACA","15","48.9468085106383","74.0","28.0","9.768687105716364","51.648936170212764","71.0","22.0","9.372468772906515","47.670212765957444","73","21","10.481307783739092","49.297872340425535","69","27","8.492665763379247","52.4468085106383","75","30","9.748026567615495","250.87234042553192","342","141","41.64784109148743"
"20194","SUCRE","70","45.12001463593121","100.0","21.0","11.328247438531774","48.30085986095865","100.0","17.0","11.74523144453557","43.72566776436151","81","18","11.93108739464413","47.12339919502379","100","20","10.731403370224331","50.23225393340651","100","21","10.64261578539031","235.8727588730333","450","121","50.43621635666375"
"20152","LA GUAJIRA","44","46.67171504697799","97.0","0.0","8.089198422929336","44.9845743934932","100.0","0.0","10.584186669701467","44.77114009255364","88","0","10.657043714542375","45.73341747300519","86","8","8.809151707350216","45.82807460384238","85","0","8.591926960875853","227.16112747160287","412","38","40.83818487952882"
"20152","CORDOBA","23","47.65235347064118","100.0","0.0","8.987187017797286","47.64801186000953","100.0","0.0","11.379185455706242","47.61131995552496","100","0","10.755865486778175","48.250172076031134","100","0","9.376825776370618","47.403399163445755","100","0","8.664140182185648","238.61550272674327","462","0","43.2787754930226"
"20224","CORDOBA","23","46.64697901591896","100.0","0.0","11.531556320851974","47.900902113908714","100.0","15.0","11.931740345710418","45.103675777568334","100","19","11.525309929295073","47.65297787352453","100","25","10.063073510745527","50.31672725640681","100","0","10.582419667167452","238.28679143665005","470","134","49.60286682934214"
"20224","MAGDALENA","47","44.64101648515146","100.0","0.0","11.333335522242308","45.44008301215535","100.0","0.0","11.456015018676577","43.212392528906015","100","17","10.986009905679563","45.019863622887634","100","0","9.319597263797297","48.62525941298547","100","0","10.343387191911587","227.50489178772605","428","124","47.22881024802124"
"20151","BOLIVAR","13","64.21676300578035","100.0","19.0","21.241519554159908","56.41618497109827","100.0","16.0","18.324298382215595","55.09537572254335","97","5","18.164773410280386","53.73988439306358","100","16","19.349762354483893","54.09537572254335","86","27","13.541118550457856","277.78901734104045","449","123","83.17356739862846"
"20194","SAN ANDRES","88","54.73548387096774","85.0","23.0","12.79140521540646","45.88548387096774","81.0","18.0","11.766415686310284","42.08709677419355","80","19","12.489821313348573","43.79354838709678","77","24","10.530525534289668","49.674193548387095","79","25","10.921850731481612","230.4","387","131","49.524466687140425"
"20224","CHOCO","27","41.3791932059448","84.0","0.0","10.300988513531856","40.820464923204646","100.0","15.0","11.070502957683603","39.18949771689498","81","17","9.687852521233253","40.55085097550851","74","0","7.8213318074707265","44.330842673308425","79","0","9.632248171227824","206.10004151100043","382","119","41.468847837174714"
"20171","QUINDIO","63","81.66666666666667","100.0","69.0","6.541594058804679","71.81481481481481","100.0","53.0","9.691610988373661","67.94444444444444","86","45","8.957797629148576","68.81481481481481","81","49","8.016666775629039","66.42592592592592","81","51","7.165435514162207","348.6666666666667","422","266","35.30887963575275"
